pair_id,phenomenon,s,s_cf,annotator_id,batch_id,human_change_0_5,confidence_1_5,fluency_s_1_5,fluency_cf_1_5,plausibility_s_1_5,plausibility_cf_1_5,changed_words,attention_check,created_at
neg_001289,negation,The manager visited the musician.,The manager did not visit the musician.,sim_1,pilot_simulated_v1,3.15,3.98,5.0,5.0,3.87,3.58,,True,simulated
neg_001289,negation,The manager visited the musician.,The manager did not visit the musician.,sim_2,pilot_simulated_v1,2.83,4.77,5.0,5.0,3.98,3.33,,True,simulated
neg_001289,negation,The manager visited the musician.,The manager did not visit the musician.,sim_3,pilot_simulated_v1,3.86,2.98,5.0,5.0,3.43,4.51,,True,simulated
role_000912,role_reversal,The chef praised the researcher.,The researcher praised the chef.,sim_1,pilot_simulated_v1,4.47,3.52,5.0,5.0,3.41,4.16,,True,simulated
role_000912,role_reversal,The chef praised the researcher.,The researcher praised the chef.,sim_2,pilot_simulated_v1,3.79,3.45,5.0,5.0,3.65,4.01,,True,simulated
role_000912,role_reversal,The chef praised the researcher.,The researcher praised the chef.,sim_3,pilot_simulated_v1,3.79,2.91,5.0,5.0,4.56,3.85,,True,simulated
role_000200,role_reversal,The coach helped the athlete.,The athlete helped the coach.,sim_1,pilot_simulated_v1,3.6,2.93,5.0,5.0,4.66,3.82,,True,simulated
role_000200,role_reversal,The coach helped the athlete.,The athlete helped the coach.,sim_2,pilot_simulated_v1,4.28,4.6,5.0,5.0,3.24,3.17,,True,simulated
role_000200,role_reversal,The coach helped the athlete.,The athlete helped the coach.,sim_3,pilot_simulated_v1,3.73,4.2,5.0,5.0,3.38,3.9,,True,simulated
role_001157,role_reversal,The chef praised the manager.,The manager praised the chef.,sim_1,pilot_simulated_v1,4.67,3.6,5.0,5.0,4.27,3.07,,True,simulated
role_001157,role_reversal,The chef praised the manager.,The manager praised the chef.,sim_2,pilot_simulated_v1,4.17,3.55,5.0,5.0,4.28,3.63,,True,simulated
role_001157,role_reversal,The chef praised the manager.,The manager praised the chef.,sim_3,pilot_simulated_v1,4.46,4.6,5.0,5.0,4.69,4.3,,True,simulated
neg_001011,negation,The lawyer blamed the athlete.,The lawyer did not blame the athlete.,sim_1,pilot_simulated_v1,3.93,4.73,5.0,5.0,3.89,3.03,,True,simulated
neg_001011,negation,The lawyer blamed the athlete.,The lawyer did not blame the athlete.,sim_2,pilot_simulated_v1,4.09,3.52,5.0,5.0,3.74,4.52,,True,simulated
neg_001011,negation,The lawyer blamed the athlete.,The lawyer did not blame the athlete.,sim_3,pilot_simulated_v1,3.44,3.07,5.0,5.0,4.65,3.0,,True,simulated
role_001007,role_reversal,The scientist hired the writer.,The writer hired the scientist.,sim_1,pilot_simulated_v1,3.48,4.2,5.0,5.0,3.48,4.15,,True,simulated
role_001007,role_reversal,The scientist hired the writer.,The writer hired the scientist.,sim_2,pilot_simulated_v1,3.41,3.38,5.0,5.0,3.83,4.0,,True,simulated
role_001007,role_reversal,The scientist hired the writer.,The writer hired the scientist.,sim_3,pilot_simulated_v1,4.59,4.15,5.0,5.0,3.51,4.37,,True,simulated
neg_001418,negation,The doctor did not ignore the athlete.,The doctor ignored the athlete.,sim_1,pilot_simulated_v1,2.89,3.68,5.0,5.0,3.28,4.23,,True,simulated
neg_001418,negation,The doctor did not ignore the athlete.,The doctor ignored the athlete.,sim_2,pilot_simulated_v1,3.56,3.68,5.0,5.0,4.7,3.39,,True,simulated
neg_001418,negation,The doctor did not ignore the athlete.,The doctor ignored the athlete.,sim_3,pilot_simulated_v1,3.85,4.19,5.0,5.0,3.31,4.23,,True,simulated
neg_000656,negation,The scientist did not greet the coach.,The scientist greeted the coach.,sim_1,pilot_simulated_v1,3.35,4.26,5.0,5.0,4.41,3.54,,True,simulated
neg_000656,negation,The scientist did not greet the coach.,The scientist greeted the coach.,sim_2,pilot_simulated_v1,3.43,3.62,5.0,5.0,3.36,3.91,,True,simulated
neg_000656,negation,The scientist did not greet the coach.,The scientist greeted the coach.,sim_3,pilot_simulated_v1,3.96,4.72,5.0,5.0,3.91,3.88,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_1,pilot_simulated_v1,4.42,4.33,5.0,5.0,4.26,4.53,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_2,pilot_simulated_v1,4.75,4.73,5.0,5.0,3.91,3.88,,True,simulated
role_000093,role_reversal,The musician promoted the waiter.,The waiter promoted the musician.,sim_3,pilot_simulated_v1,3.67,3.83,5.0,5.0,4.02,3.57,,True,simulated
neg_000945,negation,The manager blamed the chef.,The manager did not blame the chef.,sim_1,pilot_simulated_v1,4.29,4.56,5.0,5.0,4.51,3.48,,True,simulated
neg_000945,negation,The manager blamed the chef.,The manager did not blame the chef.,sim_2,pilot_simulated_v1,3.73,4.51,5.0,5.0,3.83,3.94,,True,simulated
neg_000945,negation,The manager blamed the chef.,The manager did not blame the chef.,sim_3,pilot_simulated_v1,3.11,4.68,5.0,5.0,4.12,3.72,,True,simulated
attach_001321,attachment,"With the camera, the athlete photographed the tourist.",The athlete photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,3.37,3.34,5.0,5.0,4.05,3.66,,True,simulated
attach_001321,attachment,"With the camera, the athlete photographed the tourist.",The athlete photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,3.44,3.8,5.0,5.0,4.71,4.31,,True,simulated
attach_001321,attachment,"With the camera, the athlete photographed the tourist.",The athlete photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.18,3.97,5.0,5.0,3.99,3.24,,True,simulated
role_001449,role_reversal,The lawyer helped the artist.,The artist helped the lawyer.,sim_1,pilot_simulated_v1,4.8,4.43,5.0,5.0,4.75,3.78,,True,simulated
role_001449,role_reversal,The lawyer helped the artist.,The artist helped the lawyer.,sim_2,pilot_simulated_v1,3.63,4.11,5.0,5.0,4.54,3.43,,True,simulated
role_001449,role_reversal,The lawyer helped the artist.,The artist helped the lawyer.,sim_3,pilot_simulated_v1,4.61,3.76,5.0,5.0,3.82,4.57,,True,simulated
neg_000318,negation,The researcher did not admire the lawyer.,The researcher admired the lawyer.,sim_1,pilot_simulated_v1,3.92,4.74,5.0,5.0,4.44,4.33,,True,simulated
neg_000318,negation,The researcher did not admire the lawyer.,The researcher admired the lawyer.,sim_2,pilot_simulated_v1,3.14,4.29,5.0,5.0,3.36,4.23,,True,simulated
neg_000318,negation,The researcher did not admire the lawyer.,The researcher admired the lawyer.,sim_3,pilot_simulated_v1,3.9,3.6,5.0,5.0,4.13,4.54,,True,simulated
role_001411,role_reversal,The lawyer contacted the musician.,The musician contacted the lawyer.,sim_1,pilot_simulated_v1,4.49,3.39,5.0,5.0,4.74,4.25,,True,simulated
role_001411,role_reversal,The lawyer contacted the musician.,The musician contacted the lawyer.,sim_2,pilot_simulated_v1,3.88,3.63,5.0,5.0,3.75,3.71,,True,simulated
role_001411,role_reversal,The lawyer contacted the musician.,The musician contacted the lawyer.,sim_3,pilot_simulated_v1,4.74,3.56,5.0,5.0,4.71,3.49,,True,simulated
role_001138,role_reversal,The doctor hired the student.,The student hired the doctor.,sim_1,pilot_simulated_v1,3.97,3.39,5.0,5.0,4.46,3.18,,True,simulated
role_001138,role_reversal,The doctor hired the student.,The student hired the doctor.,sim_2,pilot_simulated_v1,3.65,4.42,5.0,5.0,4.39,3.25,,True,simulated
role_001138,role_reversal,The doctor hired the student.,The student hired the doctor.,sim_3,pilot_simulated_v1,4.08,2.92,5.0,5.0,4.55,4.4,,True,simulated
attach_001228,attachment,"With the flashlight, the lawyer checked the driver.",The lawyer checked the driver who had the flashlight.,sim_1,pilot_simulated_v1,2.06,4.37,5.0,5.0,3.6,4.57,,True,simulated
attach_001228,attachment,"With the flashlight, the lawyer checked the driver.",The lawyer checked the driver who had the flashlight.,sim_2,pilot_simulated_v1,2.24,4.69,5.0,5.0,3.67,3.89,,True,simulated
attach_001228,attachment,"With the flashlight, the lawyer checked the driver.",The lawyer checked the driver who had the flashlight.,sim_3,pilot_simulated_v1,2.88,4.39,5.0,5.0,3.76,4.25,,True,simulated
neg_001328,negation,The writer did not promote the passenger.,The writer promoted the passenger.,sim_1,pilot_simulated_v1,4.08,4.12,5.0,5.0,3.28,3.72,,True,simulated
neg_001328,negation,The writer did not promote the passenger.,The writer promoted the passenger.,sim_2,pilot_simulated_v1,3.15,4.79,5.0,5.0,3.87,4.41,,True,simulated
neg_001328,negation,The writer did not promote the passenger.,The writer promoted the passenger.,sim_3,pilot_simulated_v1,3.47,3.32,5.0,5.0,3.5,4.15,,True,simulated
role_001215,role_reversal,The passenger helped the writer.,The writer helped the passenger.,sim_1,pilot_simulated_v1,3.56,3.75,5.0,5.0,4.05,4.53,,True,simulated
role_001215,role_reversal,The passenger helped the writer.,The writer helped the passenger.,sim_2,pilot_simulated_v1,4.73,2.94,5.0,5.0,3.77,3.69,,True,simulated
role_001215,role_reversal,The passenger helped the writer.,The writer helped the passenger.,sim_3,pilot_simulated_v1,4.64,3.01,5.0,5.0,4.31,3.47,,True,simulated
role_000829,role_reversal,The researcher criticized the nurse.,The nurse criticized the researcher.,sim_1,pilot_simulated_v1,4.37,3.53,5.0,5.0,3.47,4.37,,True,simulated
role_000829,role_reversal,The researcher criticized the nurse.,The nurse criticized the researcher.,sim_2,pilot_simulated_v1,4.74,3.52,5.0,5.0,3.79,3.34,,True,simulated
role_000829,role_reversal,The researcher criticized the nurse.,The nurse criticized the researcher.,sim_3,pilot_simulated_v1,3.96,3.63,5.0,5.0,3.39,4.47,,True,simulated
attach_000360,attachment,The chef noticed the teacher with the umbrella.,The chef noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,2.71,3.31,5.0,5.0,3.62,3.26,,True,simulated
attach_000360,attachment,The chef noticed the teacher with the umbrella.,The chef noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,2.76,3.63,5.0,5.0,4.47,3.52,,True,simulated
attach_000360,attachment,The chef noticed the teacher with the umbrella.,The chef noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.34,3.14,5.0,5.0,4.33,3.26,,True,simulated
attach_000664,attachment,"With the umbrella, the athlete noticed the teacher.",The athlete noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,2.24,2.97,5.0,5.0,4.07,3.53,,True,simulated
attach_000664,attachment,"With the umbrella, the athlete noticed the teacher.",The athlete noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,3.19,3.53,5.0,5.0,4.55,3.39,,True,simulated
attach_000664,attachment,"With the umbrella, the athlete noticed the teacher.",The athlete noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.61,4.34,5.0,5.0,4.59,4.29,,True,simulated
neg_000521,negation,The waiter visited the doctor.,The waiter did not visit the doctor.,sim_1,pilot_simulated_v1,3.89,3.78,5.0,5.0,3.88,4.48,,True,simulated
neg_000521,negation,The waiter visited the doctor.,The waiter did not visit the doctor.,sim_2,pilot_simulated_v1,3.34,3.62,5.0,5.0,4.3,3.87,,True,simulated
neg_000521,negation,The waiter visited the doctor.,The waiter did not visit the doctor.,sim_3,pilot_simulated_v1,4.25,3.46,5.0,5.0,4.52,4.19,,True,simulated
role_001351,role_reversal,The journalist thanked the musician.,The musician thanked the journalist.,sim_1,pilot_simulated_v1,3.62,4.63,5.0,5.0,4.32,4.49,,True,simulated
role_001351,role_reversal,The journalist thanked the musician.,The musician thanked the journalist.,sim_2,pilot_simulated_v1,4.24,4.56,5.0,5.0,4.06,4.44,,True,simulated
role_001351,role_reversal,The journalist thanked the musician.,The musician thanked the journalist.,sim_3,pilot_simulated_v1,4.68,3.19,5.0,5.0,4.61,3.26,,True,simulated
role_000094,role_reversal,The chef blamed the student.,The student blamed the chef.,sim_1,pilot_simulated_v1,4.21,3.49,5.0,5.0,3.9,3.46,,True,simulated
role_000094,role_reversal,The chef blamed the student.,The student blamed the chef.,sim_2,pilot_simulated_v1,3.89,4.28,5.0,5.0,3.84,3.83,,True,simulated
role_000094,role_reversal,The chef blamed the student.,The student blamed the chef.,sim_3,pilot_simulated_v1,3.64,3.12,5.0,5.0,4.31,3.65,,True,simulated
neg_000655,negation,The journalist praised the driver.,The journalist did not praise the driver.,sim_1,pilot_simulated_v1,3.71,4.62,5.0,5.0,3.34,3.41,,True,simulated
neg_000655,negation,The journalist praised the driver.,The journalist did not praise the driver.,sim_2,pilot_simulated_v1,4.15,4.17,5.0,5.0,4.49,3.24,,True,simulated
neg_000655,negation,The journalist praised the driver.,The journalist did not praise the driver.,sim_3,pilot_simulated_v1,3.49,4.5,5.0,5.0,4.75,4.14,,True,simulated
neg_001345,negation,The researcher called the teacher.,The researcher did not call the teacher.,sim_1,pilot_simulated_v1,4.35,3.48,5.0,5.0,4.27,4.49,,True,simulated
neg_001345,negation,The researcher called the teacher.,The researcher did not call the teacher.,sim_2,pilot_simulated_v1,3.06,4.02,5.0,5.0,3.7,3.84,,True,simulated
neg_001345,negation,The researcher called the teacher.,The researcher did not call the teacher.,sim_3,pilot_simulated_v1,4.21,3.67,5.0,5.0,3.39,3.82,,True,simulated
neg_000865,negation,The lawyer praised the researcher.,The lawyer did not praise the researcher.,sim_1,pilot_simulated_v1,3.74,3.35,5.0,5.0,4.49,3.48,,True,simulated
neg_000865,negation,The lawyer praised the researcher.,The lawyer did not praise the researcher.,sim_2,pilot_simulated_v1,3.56,3.92,5.0,5.0,3.24,4.44,,True,simulated
neg_000865,negation,The lawyer praised the researcher.,The lawyer did not praise the researcher.,sim_3,pilot_simulated_v1,3.8,3.36,5.0,5.0,4.66,4.23,,True,simulated
role_001004,role_reversal,The writer criticized the teacher.,The teacher criticized the writer.,sim_1,pilot_simulated_v1,4.35,3.8,5.0,5.0,4.3,3.36,,True,simulated
role_001004,role_reversal,The writer criticized the teacher.,The teacher criticized the writer.,sim_2,pilot_simulated_v1,4.13,2.85,5.0,5.0,3.29,3.96,,True,simulated
role_001004,role_reversal,The writer criticized the teacher.,The teacher criticized the writer.,sim_3,pilot_simulated_v1,4.25,4.49,5.0,5.0,4.22,4.18,,True,simulated
neg_000094,negation,The driver did not thank the judge.,The driver thanked the judge.,sim_1,pilot_simulated_v1,3.87,3.59,5.0,5.0,4.37,3.28,,True,simulated
neg_000094,negation,The driver did not thank the judge.,The driver thanked the judge.,sim_2,pilot_simulated_v1,4.35,4.03,5.0,5.0,3.9,4.08,,True,simulated
neg_000094,negation,The driver did not thank the judge.,The driver thanked the judge.,sim_3,pilot_simulated_v1,3.51,3.4,5.0,5.0,4.21,4.55,,True,simulated
attach_000668,attachment,The nurse questioned the officer with the badge.,"With the badge, the nurse questioned the officer.",sim_1,pilot_simulated_v1,2.94,4.58,5.0,5.0,3.83,4.53,,True,simulated
attach_000668,attachment,The nurse questioned the officer with the badge.,"With the badge, the nurse questioned the officer.",sim_2,pilot_simulated_v1,3.48,4.32,5.0,5.0,3.34,4.45,,True,simulated
attach_000668,attachment,The nurse questioned the officer with the badge.,"With the badge, the nurse questioned the officer.",sim_3,pilot_simulated_v1,2.9,3.72,5.0,5.0,4.51,3.93,,True,simulated
attach_000352,attachment,"With the map, the journalist showed the guide.",The journalist showed the guide who had the map.,sim_1,pilot_simulated_v1,3.33,3.93,5.0,5.0,3.48,4.5,,True,simulated
attach_000352,attachment,"With the map, the journalist showed the guide.",The journalist showed the guide who had the map.,sim_2,pilot_simulated_v1,2.35,3.83,5.0,5.0,3.56,3.11,,True,simulated
attach_000352,attachment,"With the map, the journalist showed the guide.",The journalist showed the guide who had the map.,sim_3,pilot_simulated_v1,2.79,3.61,5.0,5.0,3.37,4.33,,True,simulated
role_000051,role_reversal,The musician praised the waiter.,The waiter praised the musician.,sim_1,pilot_simulated_v1,4.3,4.0,5.0,5.0,3.45,3.56,,True,simulated
role_000051,role_reversal,The musician praised the waiter.,The waiter praised the musician.,sim_2,pilot_simulated_v1,4.58,4.02,5.0,5.0,3.83,3.54,,True,simulated
role_000051,role_reversal,The musician praised the waiter.,The waiter praised the musician.,sim_3,pilot_simulated_v1,4.85,3.76,5.0,5.0,3.54,4.08,,True,simulated
role_000591,role_reversal,The artist criticized the lawyer.,The lawyer criticized the artist.,sim_1,pilot_simulated_v1,4.42,4.22,5.0,5.0,3.63,3.73,,True,simulated
role_000591,role_reversal,The artist criticized the lawyer.,The lawyer criticized the artist.,sim_2,pilot_simulated_v1,3.95,2.89,5.0,5.0,3.97,4.03,,True,simulated
role_000591,role_reversal,The artist criticized the lawyer.,The lawyer criticized the artist.,sim_3,pilot_simulated_v1,4.2,4.61,5.0,5.0,3.68,4.11,,True,simulated
role_000994,role_reversal,The musician visited the student.,The student visited the musician.,sim_1,pilot_simulated_v1,4.71,4.25,5.0,5.0,3.45,4.55,,True,simulated
role_000994,role_reversal,The musician visited the student.,The student visited the musician.,sim_2,pilot_simulated_v1,3.69,2.87,5.0,5.0,4.15,3.47,,True,simulated
role_000994,role_reversal,The musician visited the student.,The student visited the musician.,sim_3,pilot_simulated_v1,3.94,3.1,5.0,5.0,4.49,3.06,,True,simulated
neg_000586,negation,The musician did not thank the athlete.,The musician thanked the athlete.,sim_1,pilot_simulated_v1,3.31,4.78,5.0,5.0,3.4,4.12,,True,simulated
neg_000586,negation,The musician did not thank the athlete.,The musician thanked the athlete.,sim_2,pilot_simulated_v1,3.81,3.52,5.0,5.0,4.2,3.26,,True,simulated
neg_000586,negation,The musician did not thank the athlete.,The musician thanked the athlete.,sim_3,pilot_simulated_v1,4.13,4.49,5.0,5.0,4.31,3.06,,True,simulated
attach_001021,attachment,"With the flashlight, the engineer checked the driver.",The engineer checked the driver who had the flashlight.,sim_1,pilot_simulated_v1,2.52,3.12,5.0,5.0,4.76,3.02,,True,simulated
attach_001021,attachment,"With the flashlight, the engineer checked the driver.",The engineer checked the driver who had the flashlight.,sim_2,pilot_simulated_v1,3.23,4.69,5.0,5.0,4.69,3.36,,True,simulated
attach_001021,attachment,"With the flashlight, the engineer checked the driver.",The engineer checked the driver who had the flashlight.,sim_3,pilot_simulated_v1,3.4,3.04,5.0,5.0,3.89,4.19,,True,simulated
neg_000623,negation,The doctor helped the journalist.,The doctor did not help the journalist.,sim_1,pilot_simulated_v1,3.51,3.26,5.0,5.0,4.18,3.62,,True,simulated
neg_000623,negation,The doctor helped the journalist.,The doctor did not help the journalist.,sim_2,pilot_simulated_v1,4.15,4.44,5.0,5.0,3.33,4.32,,True,simulated
neg_000623,negation,The doctor helped the journalist.,The doctor did not help the journalist.,sim_3,pilot_simulated_v1,3.14,3.23,5.0,5.0,4.78,4.51,,True,simulated
role_001219,role_reversal,The passenger thanked the teacher.,The teacher thanked the passenger.,sim_1,pilot_simulated_v1,4.32,4.57,5.0,5.0,4.15,3.4,,True,simulated
role_001219,role_reversal,The passenger thanked the teacher.,The teacher thanked the passenger.,sim_2,pilot_simulated_v1,4.22,4.12,5.0,5.0,3.38,3.53,,True,simulated
role_001219,role_reversal,The passenger thanked the teacher.,The teacher thanked the passenger.,sim_3,pilot_simulated_v1,4.62,4.1,5.0,5.0,3.32,3.22,,True,simulated
attach_000121,attachment,"With the camera, the doctor photographed the tourist.",The doctor photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,3.56,3.05,5.0,5.0,4.61,4.18,,True,simulated
attach_000121,attachment,"With the camera, the doctor photographed the tourist.",The doctor photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.47,3.34,5.0,5.0,3.82,3.21,,True,simulated
attach_000121,attachment,"With the camera, the doctor photographed the tourist.",The doctor photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.3,4.78,5.0,5.0,4.0,4.34,,True,simulated
role_000607,role_reversal,The musician blamed the manager.,The manager blamed the musician.,sim_1,pilot_simulated_v1,4.67,3.22,5.0,5.0,4.39,4.3,,True,simulated
role_000607,role_reversal,The musician blamed the manager.,The manager blamed the musician.,sim_2,pilot_simulated_v1,3.53,3.51,5.0,5.0,3.82,3.89,,True,simulated
role_000607,role_reversal,The musician blamed the manager.,The manager blamed the musician.,sim_3,pilot_simulated_v1,4.3,3.72,5.0,5.0,4.63,4.57,,True,simulated
neg_000732,negation,The judge did not support the researcher.,The judge supported the researcher.,sim_1,pilot_simulated_v1,3.56,4.58,5.0,5.0,3.58,4.46,,True,simulated
neg_000732,negation,The judge did not support the researcher.,The judge supported the researcher.,sim_2,pilot_simulated_v1,2.87,4.25,5.0,5.0,4.14,4.1,,True,simulated
neg_000732,negation,The judge did not support the researcher.,The judge supported the researcher.,sim_3,pilot_simulated_v1,3.27,4.1,5.0,5.0,3.93,3.36,,True,simulated
neg_001148,negation,The researcher did not greet the engineer.,The researcher greeted the engineer.,sim_1,pilot_simulated_v1,3.5,4.13,5.0,5.0,4.78,4.4,,True,simulated
neg_001148,negation,The researcher did not greet the engineer.,The researcher greeted the engineer.,sim_2,pilot_simulated_v1,3.91,3.74,5.0,5.0,4.31,3.38,,True,simulated
neg_001148,negation,The researcher did not greet the engineer.,The researcher greeted the engineer.,sim_3,pilot_simulated_v1,3.39,4.44,5.0,5.0,3.72,3.09,,True,simulated
attach_000414,attachment,The engineer questioned the officer with the badge.,The engineer questioned the officer who had the badge.,sim_1,pilot_simulated_v1,2.08,2.86,5.0,5.0,4.35,3.09,,True,simulated
attach_000414,attachment,The engineer questioned the officer with the badge.,The engineer questioned the officer who had the badge.,sim_2,pilot_simulated_v1,3.31,3.69,5.0,5.0,4.02,3.6,,True,simulated
attach_000414,attachment,The engineer questioned the officer with the badge.,The engineer questioned the officer who had the badge.,sim_3,pilot_simulated_v1,3.2,4.26,5.0,5.0,4.25,3.88,,True,simulated
role_001484,role_reversal,The researcher hired the passenger.,The passenger hired the researcher.,sim_1,pilot_simulated_v1,3.83,3.91,5.0,5.0,3.91,3.81,,True,simulated
role_001484,role_reversal,The researcher hired the passenger.,The passenger hired the researcher.,sim_2,pilot_simulated_v1,4.95,3.9,5.0,5.0,4.51,3.76,,True,simulated
role_001484,role_reversal,The researcher hired the passenger.,The passenger hired the researcher.,sim_3,pilot_simulated_v1,4.09,4.54,5.0,5.0,3.59,4.23,,True,simulated
attach_000296,attachment,The musician saw the man with the telescope.,"With the telescope, the musician saw the man.",sim_1,pilot_simulated_v1,3.16,3.28,5.0,5.0,3.48,4.39,,True,simulated
attach_000296,attachment,The musician saw the man with the telescope.,"With the telescope, the musician saw the man.",sim_2,pilot_simulated_v1,3.45,3.71,5.0,5.0,3.5,3.33,,True,simulated
attach_000296,attachment,The musician saw the man with the telescope.,"With the telescope, the musician saw the man.",sim_3,pilot_simulated_v1,2.9,3.26,5.0,5.0,3.29,4.04,,True,simulated
attach_000466,attachment,"With the camera, the scientist photographed the tourist.",The scientist photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,3.42,2.95,5.0,5.0,4.69,3.06,,True,simulated
attach_000466,attachment,"With the camera, the scientist photographed the tourist.",The scientist photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.33,3.07,5.0,5.0,3.94,3.48,,True,simulated
attach_000466,attachment,"With the camera, the scientist photographed the tourist.",The scientist photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.78,3.24,5.0,5.0,4.02,4.14,,True,simulated
neg_001317,negation,The nurse called the writer.,The nurse did not call the writer.,sim_1,pilot_simulated_v1,3.39,3.22,5.0,5.0,4.33,4.13,,True,simulated
neg_001317,negation,The nurse called the writer.,The nurse did not call the writer.,sim_2,pilot_simulated_v1,4.0,4.79,5.0,5.0,3.76,3.95,,True,simulated
neg_001317,negation,The nurse called the writer.,The nurse did not call the writer.,sim_3,pilot_simulated_v1,3.74,3.63,5.0,5.0,3.92,3.7,,True,simulated
attach_000382,attachment,"With the camera, the researcher photographed the tourist.",The researcher photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,2.63,3.68,5.0,5.0,4.46,4.01,,True,simulated
attach_000382,attachment,"With the camera, the researcher photographed the tourist.",The researcher photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,3.43,4.6,5.0,5.0,3.7,3.39,,True,simulated
attach_000382,attachment,"With the camera, the researcher photographed the tourist.",The researcher photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,2.84,4.62,5.0,5.0,3.41,3.6,,True,simulated
attach_000641,attachment,The chef showed the guide with the map.,"With the map, the chef showed the guide.",sim_1,pilot_simulated_v1,2.79,2.99,5.0,5.0,4.59,4.37,,True,simulated
attach_000641,attachment,The chef showed the guide with the map.,"With the map, the chef showed the guide.",sim_2,pilot_simulated_v1,2.51,4.38,5.0,5.0,3.53,3.18,,True,simulated
attach_000641,attachment,The chef showed the guide with the map.,"With the map, the chef showed the guide.",sim_3,pilot_simulated_v1,3.02,3.47,5.0,5.0,3.8,4.31,,True,simulated
attach_001470,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_1,pilot_simulated_v1,3.21,4.08,5.0,5.0,4.59,3.51,,True,simulated
attach_001470,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_2,pilot_simulated_v1,3.36,4.44,5.0,5.0,4.11,3.41,,True,simulated
attach_001470,attachment,The researcher noticed the teacher with the umbrella.,The researcher noticed the teacher who had the umbrella.,sim_3,pilot_simulated_v1,2.73,4.36,5.0,5.0,4.69,3.51,,True,simulated
attach_000115,attachment,"With the camera, the teacher photographed the tourist.",The teacher photographed the tourist who had the camera.,sim_1,pilot_simulated_v1,3.04,4.61,5.0,5.0,4.7,3.27,,True,simulated
attach_000115,attachment,"With the camera, the teacher photographed the tourist.",The teacher photographed the tourist who had the camera.,sim_2,pilot_simulated_v1,2.77,3.16,5.0,5.0,4.44,4.23,,True,simulated
attach_000115,attachment,"With the camera, the teacher photographed the tourist.",The teacher photographed the tourist who had the camera.,sim_3,pilot_simulated_v1,3.5,3.64,5.0,5.0,4.35,3.04,,True,simulated
attach_000279,attachment,The engineer showed the guide with the map.,The engineer showed the guide who had the map.,sim_1,pilot_simulated_v1,2.35,3.73,5.0,5.0,4.07,3.81,,True,simulated
attach_000279,attachment,The engineer showed the guide with the map.,The engineer showed the guide who had the map.,sim_2,pilot_simulated_v1,2.9,3.93,5.0,5.0,4.26,3.07,,True,simulated
attach_000279,attachment,The engineer showed the guide with the map.,The engineer showed the guide who had the map.,sim_3,pilot_simulated_v1,3.28,2.88,5.0,5.0,3.22,3.96,,True,simulated
neg_000348,negation,The driver did not criticize the chef.,The driver criticized the chef.,sim_1,pilot_simulated_v1,2.8,4.29,5.0,5.0,3.8,3.87,,True,simulated
neg_000348,negation,The driver did not criticize the chef.,The driver criticized the chef.,sim_2,pilot_simulated_v1,4.24,4.11,5.0,5.0,4.43,3.34,,True,simulated
neg_000348,negation,The driver did not criticize the chef.,The driver criticized the chef.,sim_3,pilot_simulated_v1,3.47,3.57,5.0,5.0,3.55,3.71,,True,simulated
attach_000493,attachment,"With the flashlight, the teacher checked the driver.",The teacher checked the driver who had the flashlight.,sim_1,pilot_simulated_v1,2.58,3.56,5.0,5.0,3.23,3.81,,True,simulated
attach_000493,attachment,"With the flashlight, the teacher checked the driver.",The teacher checked the driver who had the flashlight.,sim_2,pilot_simulated_v1,2.6,3.29,5.0,5.0,4.57,4.1,,True,simulated
attach_000493,attachment,"With the flashlight, the teacher checked the driver.",The teacher checked the driver who had the flashlight.,sim_3,pilot_simulated_v1,2.37,4.54,5.0,5.0,4.48,3.1,,True,simulated
neg_001456,negation,The nurse did not promote the researcher.,The nurse promoted the researcher.,sim_1,pilot_simulated_v1,2.93,2.95,5.0,5.0,4.66,4.16,,True,simulated
neg_001456,negation,The nurse did not promote the researcher.,The nurse promoted the researcher.,sim_2,pilot_simulated_v1,3.68,4.07,5.0,5.0,4.76,3.82,,True,simulated
